EmployeeNumber,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,MaritalStatus,OverTime,BusinessTravel,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,Risk_Score,Risk_Category
1516,32,Research & Development,Manager,11244,5,Single,false,Travel_Rarely,4,4,0,1,Low Risk
461,38,Research & Development,Research Director,11510,11,Divorced,true,Travel_Rarely,4,3,2,1,Low Risk
613,31,Sales,Manager,11557,5,Divorced,false,Travel_Rarely,4,2,0,1,Low Risk
742,36,Research & Development,Research Director,11713,8,Married,false,Non-Travel,1,3,0,1,Low Risk
421,38,Research & Development,Research Director,12061,10,Married,false,Travel_Rarely,2,3,0,1,Low Risk
473,48,Sales,Manager,12504,0,Married,false,Travel_Rarely,3,1,0,1,Low Risk
1026,39,Research & Development,Manufacturing Director,12742,21,Married,false,Travel_Rarely,4,3,11,1,Low Risk
844,27,Research & Development,Research Director,12808,9,Divorced,true,Travel_Rarely,4,3,0,1,Low Risk
1138,49,Sales,Sales Executive,13120,9,Married,false,Travel_Rarely,2,3,2,1,Low Risk
1863,46,Sales,Sales Executive,13225,19,Divorced,false,Travel_Rarely,1,3,2,1,Low Risk
1656,50,Research & Development,Research Director,13269,14,Divorced,false,Travel_Rarely,1,3,1,1,Low Risk
1800,39,Research & Development,Research Director,13464,4,Single,false,Travel_Rarely,3,3,2,1,Low Risk
126,54,Research & Development,Research Director,13549,4,Married,false,Travel_Rarely,3,1,0,1,Low Risk
2034,41,Research & Development,Manufacturing Director,13570,20,Married,false,Travel_Rarely,2,3,0,1,Low Risk
380,37,Research & Development,Research Director,13603,5,Divorced,true,Non-Travel,4,3,0,1,Low Risk
102,37,Research & Development,Research Director,13664,5,Single,false,Travel_Rarely,3,4,0,1,Low Risk
337,31,Research & Development,Research Director,13675,2,Divorced,false,Travel_Frequently,3,3,2,1,Low Risk
867,52,Research & Development,Manufacturing Director,13826,9,Married,false,Travel_Frequently,4,3,0,1,Low Risk
1661,49,Research & Development,Healthcare Representative,13966,15,Married,true,Travel_Rarely,3,3,2,1,Low Risk
1005,50,Research & Development,Manufacturing Director,13973,12,Married,true,Travel_Rarely,3,3,1,1,Low Risk
568,57,Sales,Manager,14118,1,Divorced,false,Travel_Rarely,4,2,0,1,Low Risk
901,53,Research & Development,Research Director,14275,12,Single,false,Travel_Rarely,4,3,3,1,Low Risk
520,43,Research & Development,Research Director,14336,25,Divorced,false,Travel_Rarely,2,3,3,1,Low Risk
84,55,Research & Development,Manager,14756,5,Divorced,true,Travel_Rarely,3,3,0,1,Low Risk
981,53,Sales,Manager,14852,17,Divorced,false,Travel_Rarely,3,4,15,1,Low Risk
1644,48,Research & Development,Manager,15202,2,Married,false,Travel_Frequently,4,3,2,1,Low Risk
1677,49,Research & Development,Manager,15379,8,Single,false,Travel_Rarely,3,3,0,1,Low Risk
1676,47,Sales,Manager,15972,3,Divorced,false,Travel_Rarely,2,3,1,1,Low Risk
468,42,Research & Development,Research Director,15992,1,Single,false,Travel_Rarely,4,3,0,1,Low Risk
1520,54,Research & Development,Manager,16032,14,Divorced,false,Travel_Frequently,4,3,1,1,Low Risk
327,43,Sales,Manager,16064,17,Married,true,Travel_Rarely,4,3,1,1,Low Risk
1264,29,Research & Development,Research Director,16124,7,Divorced,false,Travel_Rarely,4,2,1,1,Low Risk
1655,49,Research & Development,Research Director,16413,4,Married,false,Travel_Rarely,2,3,1,1,Low Risk
546,52,Research & Development,Manager,16555,5,Married,false,Travel_Rarely,4,1,1,1,Low Risk
264,45,Research & Development,Manager,16792,20,Married,false,Non-Travel,4,3,11,1,Low Risk
1408,42,Human Resources,Manager,16799,20,Married,false,Travel_Rarely,1,3,0,1,Low Risk
776,52,Sales,Manager,16856,34,Married,false,Travel_Rarely,1,4,1,1,Low Risk
569,50,Research & Development,Manager,17046,27,Married,false,Travel_Rarely,3,3,15,1,Low Risk
843,43,Research & Development,Research Director,17159,4,Married,false,Travel_Rarely,1,3,1,1,Low Risk
1443,47,Research & Development,Research Director,17169,20,Married,false,Travel_Rarely,3,4,5,1,Low Risk
997,50,Research & Development,Research Director,17399,5,Divorced,false,Travel_Rarely,4,2,1,1,Low Risk
1665,54,Research & Development,Manager,17426,10,Married,false,Travel_Rarely,3,3,4,1,Low Risk
1124,46,Sales,Manager,17465,12,Married,false,Travel_Rarely,3,3,4,1,Low Risk
1666,43,Research & Development,Research Director,17603,14,Married,false,Travel_Rarely,3,3,6,1,Low Risk
575,46,Research & Development,Research Director,17861,3,Married,false,Travel_Rarely,3,1,0,1,Low Risk
1267,44,Sales,Manager,18213,22,Married,false,Travel_Rarely,2,3,3,1,Low Risk
1263,48,Research & Development,Research Director,18265,1,Single,false,Travel_Rarely,4,4,0,1,Low Risk
1201,53,Research & Development,Manager,18606,7,Divorced,false,Travel_Rarely,3,3,4,1,Low Risk
1280,46,Sales,Manager,18789,11,Married,false,Travel_Rarely,2,3,0,1,Low Risk
253,40,Research & Development,Manager,19033,20,Married,false,Travel_Rarely,3,3,9,1,Low Risk
1770,55,Research & Development,Research Director,19038,1,Married,false,Travel_Rarely,1,3,0,1,Low Risk
1217,46,Research & Development,Research Director,19081,4,Married,false,Travel_Rarely,2,3,0,1,Low Risk
1336,55,Research & Development,Manager,19187,19,Married,false,Travel_Rarely,3,3,9,1,Low Risk
319,42,Research & Development,Manager,19232,22,Married,false,Travel_Rarely,4,3,11,1,Low Risk
1789,46,Research & Development,Research Director,19328,2,Divorced,true,Travel_Rarely,4,3,2,1,Low Risk
1591,50,Sales,Manager,19331,1,Married,true,Travel_Rarely,3,3,0,1,Low Risk
1866,43,Research & Development,Manager,19392,16,Married,false,Travel_Rarely,3,3,6,1,Low Risk
999,41,Research & Development,Research Director,19419,18,Divorced,false,Travel_Frequently,3,4,0,1,Low Risk
638,49,Research & Development,Research Director,19502,31,Divorced,true,Travel_Rarely,3,3,0,1,Low Risk
671,44,Research & Development,Manager,19513,2,Married,true,Travel_Rarely,4,4,0,1,Low Risk
323,50,Sales,Manager,19517,7,Divorced,false,Travel_Rarely,4,2,0,1,Low Risk
1595,42,Research & Development,Manager,19613,1,Single,false,Travel_Rarely,4,3,0,1,Low Risk
1035,41,Research & Development,Research Director,19973,21,Divorced,false,Non-Travel,3,3,5,1,Low Risk
259,52,Research & Development,Manager,19999,33,Married,false,Travel_Rarely,3,3,11,1,Low Risk
574,47,Research & Development,Manufacturing Director,5070,5,Divorced,false,Travel_Rarely,4,3,0,0,Low Risk
990,36,Sales,Sales Executive,5079,7,Divorced,false,Non-Travel,4,3,0,0,Low Risk
139,37,Research & Development,Healthcare Representative,5163,1,Divorced,false,Non-Travel,4,4,0,0,Low Risk
909,39,Human Resources,Human Resources,5204,5,Married,false,Travel_Rarely,4,3,0,0,Low Risk
487,46,Research & Development,Manufacturing Director,5258,1,Married,false,Non-Travel,3,4,0,0,Low Risk
270,42,Research & Development,Manufacturing Director,5265,5,Divorced,false,Non-Travel,3,3,0,0,Low Risk
1763,30,Research & Development,Healthcare Representative,5294,7,Married,false,Travel_Rarely,3,3,1,0,Low Risk
2041,38,Sales,Sales Executive,5343,10,Married,false,Travel_Rarely,4,3,1,0,Low Risk
1369,35,Research & Development,Laboratory Technician,5363,9,Married,false,Travel_Rarely,4,3,0,0,Low Risk
1018,26,Research & Development,Manufacturing Director,5472,8,Married,false,Travel_Rarely,4,3,1,0,Low Risk
1673,31,Sales,Sales Executive,5476,10,Married,false,Travel_Rarely,4,3,0,0,Low Risk
1670,33,Sales,Sales Executive,5505,6,Divorced,false,Travel_Rarely,4,3,0,0,Low Risk
1161,37,Research & Development,Healthcare Representative,5731,6,Divorced,false,Travel_Rarely,4,3,1,0,Low Risk
1929,39,Sales,Sales Executive,5736,3,Married,false,Non-Travel,3,3,1,0,Low Risk
393,38,Research & Development,Healthcare Representative,5745,2,Divorced,false,Travel_Rarely,4,3,1,0,Low Risk
1804,35,Research & Development,Manufacturing Director,5762,7,Divorced,false,Non-Travel,4,3,1,0,Low Risk
1635,45,Research & Development,Manufacturing Director,5770,10,Divorced,false,Travel_Rarely,4,3,3,0,Low Risk
441,30,Research & Development,Research Scientist,5775,10,Married,false,Travel_Rarely,4,3,1,0,Low Risk
77,37,Research & Development,Manufacturing Director,5993,7,Divorced,false,Travel_Rarely,3,4,0,0,Low Risk
456,30,Sales,Sales Executive,6118,10,Divorced,false,Travel_Rarely,3,3,1,0,Low Risk
211,51,Research & Development,Manufacturing Director,6132,1,Married,false,Travel_Rarely,3,3,0,0,Low Risk
1304,32,Sales,Sales Executive,6209,10,Married,false,Travel_Rarely,4,4,0,0,Low Risk
868,37,Sales,Sales Executive,6334,1,Divorced,false,Travel_Rarely,3,3,0,0,Low Risk
1040,50,Sales,Sales Executive,6347,18,Married,false,Non-Travel,3,3,0,0,Low Risk
1859,29,Research & Development,Healthcare Representative,6384,7,Divorced,false,Travel_Rarely,3,3,1,0,Low Risk
378,37,Sales,Sales Executive,6502,5,Married,false,Travel_Rarely,4,4,0,0,Low Risk
1822,40,Research & Development,Healthcare Representative,6513,5,Divorced,false,Travel_Rarely,4,3,0,0,Low Risk
523,34,Sales,Sales Executive,6538,3,Married,false,Non-Travel,3,3,1,0,Low Risk
271,38,Research & Development,Manufacturing Director,6553,1,Married,false,Travel_Rarely,3,3,0,0,Low Risk
1179,30,Sales,Sales Executive,6578,10,Married,false,Travel_Rarely,3,3,1,0,Low Risk
1955,32,Research & Development,Healthcare Representative,6667,5,Divorced,false,Non-Travel,4,3,1,0,Low Risk
2035,34,Sales,Sales Executive,6712,8,Married,false,Travel_Rarely,3,3,1,0,Low Risk
482,57,Research & Development,Healthcare Representative,6755,3,Married,false,Travel_Rarely,3,3,1,0,Low Risk
1728,35,Research & Development,Manufacturing Director,6883,7,Married,false,Travel_Rarely,3,3,0,0,Low Risk
349,29,Sales,Sales Executive,6931,3,Divorced,false,Travel_Rarely,4,3,0,0,Low Risk
1689,53,Research & Development,Healthcare Representative,7005,4,Married,false,Travel_Rarely,4,3,1,0,Low Risk
1312,36,Research & Development,Healthcare Representative,7094,7,Married,false,Travel_Rarely,3,3,1,0,Low Risk
677,33,Sales,Sales Executive,7104,5,Divorced,false,Travel_Rarely,3,3,1,0,Low Risk
1099,33,Research & Development,Healthcare Representative,7119,3,Divorced,false,Travel_Rarely,4,3,1,0,Low Risk
1971,43,Research & Development,Healthcare Representative,7510,10,Married,false,Travel_Rarely,3,3,0,0,Low Risk
438,31,Sales,Sales Executive,7547,7,Divorced,false,Travel_Rarely,4,3,1,0,Low Risk
2024,36,Sales,Sales Executive,7644,9,Married,false,Travel_Rarely,4,3,3,0,Low Risk
984,35,Sales,Sales Executive,7823,10,Divorced,false,Travel_Rarely,4,3,0,0,Low Risk
1749,31,Sales,Sales Executive,8346,5,Married,false,Travel_Rarely,3,3,0,0,Low Risk
1497,29,Sales,Sales Executive,8620,10,Divorced,false,Travel_Rarely,3,3,0,0,Low Risk
183,25,Sales,Sales Executive,8639,2,Married,false,Travel_Rarely,3,3,2,0,Low Risk
1744,45,Human Resources,Human Resources,9756,5,Married,false,Travel_Rarely,3,4,0,0,Low Risk
634,38,Research & Development,Healthcare Representative,9824,1,Married,false,Travel_Rarely,3,3,0,0,Low Risk
106,55,Sales,Sales Executive,10239,1,Married,false,Travel_Rarely,4,3,1,0,Low Risk
1013,54,Research & Development,Manufacturing Director,10739,10,Married,false,Travel_Rarely,3,3,0,0,Low Risk
1076,43,Sales,Sales Executive,10798,1,Divorced,false,Travel_Rarely,4,3,0,0,Low Risk
1007,46,Research & Development,Manufacturing Director,10845,8,Divorced,false,Travel_Rarely,3,3,0,0,Low Risk
1697,60,Research & Development,Healthcare Representative,10883,1,Divorced,false,Travel_Rarely,4,4,0,0,Low Risk
1397,39,Research & Development,Healthcare Representative,10920,6,Married,false,Non-Travel,3,3,0,0,Low Risk
817,33,Research & Development,Research Director,11691,13,Married,false,Travel_Rarely,3,4,3,0,Low Risk
897,53,Sales,Sales Executive,11836,2,Married,false,Travel_Rarely,4,3,2,0,Low Risk
564,29,Research & Development,Research Director,11935,10,Married,false,Travel_Rarely,3,3,0,0,Low Risk
1786,51,Research & Development,Manager,13116,2,Married,false,Travel_Rarely,3,3,2,0,Low Risk
2015,38,Research & Development,Research Director,13206,18,Married,false,Travel_Rarely,3,3,1,0,Low Risk
1424,55,Research & Development,Research Director,14732,7,Divorced,false,Travel_Rarely,4,4,0,0,Low Risk
730,53,Research & Development,Research Director,14814,5,Married,false,Travel_Rarely,3,3,1,0,Low Risk
23,53,Sales,Manager,15427,25,Married,false,Travel_Rarely,4,3,3,0,Low Risk
612,33,Research & Development,Research Director,16184,6,Divorced,false,Travel_Rarely,3,3,0,0,Low Risk
815,50,Research & Development,Research Director,17639,4,Married,false,Travel_Rarely,3,3,0,0,Low Risk
1045,45,Sales,Manager,17650,9,Married,false,Travel_Rarely,4,4,1,0,Low Risk
1250,54,Research & Development,Research Director,17779,10,Married,false,Travel_Rarely,4,3,0,0,Low Risk
558,40,Sales,Manager,18041,20,Married,false,Travel_Rarely,3,3,1,0,Low Risk
447,47,Research & Development,Research Director,18300,3,Married,false,Travel_Rarely,3,3,1,0,Low Risk
1029,42,Sales,Manager,18303,1,Married,false,Travel_Rarely,3,4,0,0,Low Risk
1256,49,Research & Development,Manager,18711,1,Married,false,Travel_Rarely,3,4,0,0,Low Risk
140,59,Human Resources,Manager,18844,3,Married,false,Non-Travel,4,3,2,0,Low Risk
734,41,Human Resources,Manager,19189,22,Married,false,Travel_Rarely,3,3,2,0,Low Risk
336,45,Research & Development,Manager,19202,24,Married,false,Travel_Rarely,4,3,1,0,Low Risk
352,40,Research & Development,Research Director,19436,21,Divorced,false,Travel_Rarely,3,3,3,0,Low Risk
1578,55,Sales,Manager,19586,36,Married,false,Travel_Rarely,4,3,2,0,Low Risk
1069,46,Research & Development,Research Director,19627,2,Divorced,false,Travel_Rarely,4,3,2,0,Low Risk
1625,47,Human Resources,Manager,19658,5,Married,false,Travel_Rarely,3,3,1,0,Low Risk
1255,43,Research & Development,Research Director,19740,8,Married,false,Travel_Rarely,4,3,0,0,Low Risk
